1, 0.0, 2022-02-16
6, 100.0, 2022-02-16
1, 50, 2022-02-16
1, 67, 2022-02-16
1, 100.0, 2022-02-16
1, 100.0,2022-02-17
1, 50,2022-02-17
1, 67,2022-02-17
5, 84,2022-02-18
2, 100.0, 2022-02-22
8, 75.0, 2022-02-22
