1,0.0,2022-02-16
6,90.0,2022-02-16
1,30,2022-02-16
1,20,2022-02-16
1,70.0,2022-02-16
1,100.0,2022-02-17
7,80,2022-02-17
1,67,2022-02-17
5,84,2022-02-17
2,100.0,2022-02-22
8,90.0,2022-02-22
3,66.66666666666666,2022-03-01
2,100.0,2022-03-03
2,50.0,2022-03-03
1,0.0,2022-03-03
1,100.0,2022-03-03
3,100.0,2022-03-03
2,100.0,2022-03-08
1,100.0,2022-03-10
2,50.0,2022-03-10
4,100.0,2022-03-22
2,100.0,2022-03-22
